Unique_ID,Folder,Full_path,Alloy,Total_atoms,Structure (By OVITO),POTCAR_used,Lattice_parameter_x (Å),Lattice_parameter_y (Å),Lattice_parameter_z (Å),Volumetric_lattice_parameter (Å),LLD (Å),Fermi_energy (eV),Nef (states/eV/atom),Bonding_area (states·eV/atom),Antibonding_area (states·eV/atom),Ratio_DOS_Area,D_band_center (eV),t2g_NEF (states/eV/atom),eg_NEF (states/eV/atom),W_present,Mo_present,Ta_present,Nb_present,V_present,Cr_present,Fe_present,Li_present,K_present,Rb_present,Cs_present,Ba_present,Ra_present,Ca_present,Sr_present,Rh_present,Ir_present,Ni_present,Pd_present,Pt_present,Cu_present,Ag_present,Au_present,Al_present,Ne_present,Ar_present,Kr_present,Xe_present,Be_present,Mg_present,Sc_present,Y_present,Ti_present,Zr_present,Hf_present,Tc_present,Re_present,Ru_present,Os_present,Co_present,Zn_present,Cd_present,He_present,W_comp,Mo_comp,Ta_comp,Nb_comp,V_comp,Cr_comp,Fe_comp,Li_comp,K_comp,Rb_comp,Cs_comp,Ba_comp,Ra_comp,Ca_comp,Sr_comp,Rh_comp,Ir_comp,Ni_comp,Pd_comp,Pt_comp,Cu_comp,Ag_comp,Au_comp,Al_comp,Ne_comp,Ar_comp,Kr_comp,Xe_comp,Be_comp,Mg_comp,Sc_comp,Y_comp,Ti_comp,Zr_comp,Hf_comp,Tc_comp,Re_comp,Ru_comp,Os_comp,Co_comp,Zn_comp,Cd_comp,He_comp,Structure_individual_BCC,Structure_individual_FCC,Structure_individual_HCP,is_PDOS_USER_D.dat,is_TDOS.dat,is_POTCAR,is_FERMI_ENERGY,User,C_11 [GPa],C_12 [GPa],C_13 [GPa],C_23 [GPa],C_22 [GPa],C_33 [GPa],C_44 [GPa],C_55 [GPa],C_66 [GPa],G_V [GPa],G_R [GPa],G [GPa],B [GPa],E_100 [GPa],E_110 [GPa],E_111 [GPa],E_113 [GPa],E_331 [GPa],E_VRH [GPa],Poisson's ratio [],Pugh_Ratio,Inv_Pugh
unique_297,dos,/project/daidhy/mcdc/dpant/Project_3_DOS_4_bonds_5_ML_6_LLD/quinary/30_10_40_10_10/MoWNbCrZr/dos,Cr3Mo11Nb15W4Zr3,36,bcc,PAW_PBE Cr_pv 02Aug2007; PAW_PBE Mo_sv 02Feb2006; PAW_PBE Nb_sv 25May2007; PAW_PBE W_sv 04Sep2015; PAW_PBE Zr_sv 04Jan2005,9.696966107,9.682163082,6.455354396,3.229124267,0.055716476,11.147837,1.028124762,4.55860625,2.850897274,,-0.25813374,0.507817856,0.13104398,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.111111,30.555556,0,41.666667,0,8.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.333333,0,0,0,0,0,0,0,0,0,4,0,1,1,1,1,1,Dharmendra,,,,,,,,,,,,,,,,,,,,,,
unique_298,dos,/project/daidhy/mcdc/dpant/Project_3_DOS_4_bonds_5_ML_6_LLD/quinary/30_10_40_10_10/MoWNbTaHf/dos,Hf3Mo11Nb15Ta3W4,36,bcc,PAW_PBE Hf_pv 06Sep2000; PAW_PBE Mo_sv 02Feb2006; PAW_PBE Nb_sv 25May2007; PAW_PBE Ta_pv 07Sep2000; PAW_PBE W_sv 04Sep2015,9.761627301,9.784513917,6.524693005,3.259223488,0.045227234,10.208015,1.15986446,4.540975417,2.948539631,,-0.003243836,0.565487319,0.137544668,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11.111111,30.555556,8.333333,41.666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.333333,0,0,0,0,0,0,0,0,4,0,1,1,1,1,1,Dharmendra,314.04313,143.63678,146.51103,143.75718,305.96101,304.0471,40.96054,41.55335,43.06337,57.79186867,51.97782735,54.88484801,199.0956911,215.4911778,132.382545,117.3024994,154.5498188,127.6109303,150.7977076,0.373764464,0.275670697,3.627516493
unique_299,dos,/project/daidhy/mcdc/dpant/Project_3_DOS_4_bonds_5_ML_6_LLD/quinary/30_10_40_10_10/MoWNbTaZr/dos,Mo11Nb15Ta3W4Zr3,36,bcc,PAW_PBE Mo_sv 02Feb2006; PAW_PBE Nb_sv 25May2007; PAW_PBE Ta_pv 07Sep2000; PAW_PBE W_sv 04Sep2015; PAW_PBE Zr_sv 04Jan2005,9.805435388,9.7923177,6.507901962,3.262156842,0.060276604,10.682042,1.141954725,4.442771944,2.980319245,,-0.12120905,0.547048736,0.13697828,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.111111,30.555556,8.333333,41.666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.333333,0,0,0,0,0,0,0,0,0,4,0,1,1,1,1,1,Dharmendra,,,,,,,,,,,,,,,,,,,,,,
unique_300,dos,/project/daidhy/mcdc/dpant/Project_3_DOS_4_bonds_5_ML_6_LLD/quinary/30_10_40_10_10/MoWNbTiHf/dos,Hf3Mo11Nb15Ti3W4,36,bcc,PAW_PBE Hf_pv 06Sep2000; PAW_PBE Mo_sv 02Feb2006; PAW_PBE Nb_sv 25May2007; PAW_PBE Ti_sv 26Sep2005; PAW_PBE W_sv 04Sep2015,9.749487035,9.771800831,6.496443781,3.251709541,0.055293306,10.502156,1.185228312,4.701448333,2.832621545,,-0.076348438,0.581786426,0.147186465,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,11.111111,30.555556,0,41.666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.333333,0,8.333333,0,0,0,0,0,0,0,0,3,0,2,1,1,1,1,Dharmendra,,,,,,,,,,,,,,,,,,,,,,
unique_301,dos,/project/daidhy/mcdc/dpant/Project_3_DOS_4_bonds_5_ML_6_LLD/quinary/30_10_40_10_10/MoWTaCrTi/dos,Cr3Mo11Ta15Ti3W4,36,bcc,PAW_PBE Cr_pv 02Aug2007; PAW_PBE Mo_sv 02Feb2006; PAW_PBE Ta_pv 07Sep2000; PAW_PBE Ti_sv 26Sep2005; PAW_PBE W_sv 04Sep2015,9.616719837,9.636421898,6.41192512,3.207837877,0.059900306,8.481945,1.040060169,4.265903333,2.719698345,,-0.340701275,0.54078851,0.12305209,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11.111111,30.555556,41.666667,0,0,8.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.333333,0,0,0,0,0,0,0,0,0,0,4,0,1,1,1,1,1,Dharmendra,325.64891,159.28678,162.31605,160.97537,323.89929,329.37577,57.14816,60.52732,59.32393,68.4896,66.61817231,67.55388615,216.00893,220.0639794,173.5638637,162.1434158,188.3663822,170.079544,183.5295283,0.358393564,0.312736544,3.197579622
unique_302,dos,/project/daidhy/mcdc/dpant/Project_3_DOS_4_bonds_5_ML_6_LLD/quinary/30_10_40_10_10/MoWVHfCr/dos,Cr3Hf3Mo11V15W4,36,bcc,PAW_PBE Cr_pv 02Aug2007; PAW_PBE Hf_pv 06Sep2000; PAW_PBE Mo_sv 02Feb2006; PAW_PBE V_sv 02Aug2007; PAW_PBE W_sv 04Sep2015,9.300942429,9.279897709,6.223433951,3.101698233,0.062976129,10.026839,1.290873875,4.722187639,2.850963425,,-0.210504129,0.759996863,0.161523176,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11.111111,30.555556,0,0,41.666667,8.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.333333,0,0,0,0,0,0,0,0,4,0,1,1,1,1,1,Dharmendra,,,,,,,,,,,,,,,,,,,,,,
unique_303,dos,/project/daidhy/mcdc/dpant/Project_3_DOS_4_bonds_5_ML_6_LLD/quinary/30_10_40_10_10/MoWVNbHf/dos,Hf3Mo11Nb3V15W4,36,bcc,PAW_PBE Hf_pv 06Sep2000; PAW_PBE Mo_sv 02Feb2006; PAW_PBE Nb_sv 25May2007; PAW_PBE V_sv 02Aug2007; PAW_PBE W_sv 04Sep2015,9.422575795,9.402295623,6.287179062,3.13949912,0.071857744,10.096482,1.317763759,4.659366111,2.768666612,,-0.192172745,0.751345392,0.167585004,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11.111111,30.555556,0,8.333333,41.666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.333333,0,0,0,0,0,0,0,0,4,0,1,1,1,1,1,Dharmendra,,,,,,,,,,,,,,,,,,,,,,
unique_304,dos,/project/daidhy/mcdc/dpant/Project_3_DOS_4_bonds_5_ML_6_LLD/quinary/30_10_40_10_10/MoWVNbTi/dos,Mo11Nb3Ti3V15W4,36,bcc,PAW_PBE Mo_sv 02Feb2006; PAW_PBE Nb_sv 25May2007; PAW_PBE Ti_sv 26Sep2005; PAW_PBE V_sv 02Aug2007; PAW_PBE W_sv 04Sep2015,9.340360786,9.328626707,6.226773128,3.112110932,0.039180523,10.572664,1.391288669,4.643472222,2.630700043,,-0.252791793,0.792004828,0.175654941,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11.111111,30.555556,0,8.333333,41.666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.333333,0,0,0,0,0,0,0,0,0,0,4,0,1,1,1,1,1,Dharmendra,318.13021,151.83557,149.57261,148.14153,318.10877,322.92678,39.20502,40.94217,41.62324,58.32848933,51.27416795,54.80132864,206.4739089,223.9878308,130.1609725,114.2132721,154.1801649,125.0810722,151.0411132,0.378078935,0.265415272,3.767680708
unique_305,dos,/project/daidhy/mcdc/dpant/Project_3_DOS_4_bonds_5_ML_6_LLD/quinary/30_10_40_10_10/MoWVZrHf/dos,Hf3Mo11V15W4Zr3,36,bcc,PAW_PBE Hf_pv 06Sep2000; PAW_PBE Mo_sv 02Feb2006; PAW_PBE V_sv 02Aug2007; PAW_PBE W_sv 04Sep2015; PAW_PBE Zr_sv 04Jan2005,9.556864675,9.431627063,6.303591684,3.160299414,0.083198577,9.890929,1.364345759,4.63683,2.812759331,,-0.14731294,0.752218144,0.188398726,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,11.111111,30.555556,0,0,41.666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.333333,8.333333,0,0,0,0,0,0,0,0,3,0,2,1,1,1,1,Dharmendra,,,,,,,,,,,,,,,,,,,,,,
unique_306,dos,/project/daidhy/mcdc/dpant/Project_3_DOS_4_bonds_5_ML_6_LLD/quinary/30_10_40_10_10/MoZrCrWTa/dos,Cr15Mo11Ta3W3Zr4,36,bcc,PAW_PBE Cr_pv 02Aug2007; PAW_PBE Mo_sv 02Feb2006; PAW_PBE Ta_pv 07Sep2000; PAW_PBE W_sv 04Sep2015; PAW_PBE Zr_sv 04Jan2005,9.314590163,9.302633242,6.21173835,3.103813201,0.080875162,10.404582,0.648348268,4.709739583,3.344948922,,-0.395340698,0.340232745,0.10309388,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.333333,30.555556,8.333333,0,0,41.666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.111111,0,0,0,0,0,0,0,0,0,4,0,1,1,1,1,1,Dharmendra,,,,,,,,,,,,,,,,,,,,,,
unique_307,dos,/project/daidhy/mcdc/dpant/Project_3_DOS_4_bonds_5_ML_6_LLD/quinary/30_10_40_10_10/NbCrMoWTi/dos,Cr4Mo15Nb11Ti3W3,36,bcc,PAW_PBE Cr_pv 02Aug2007; PAW_PBE Mo_sv 02Feb2006; PAW_PBE Nb_sv 25May2007; PAW_PBE Ti_sv 26Sep2005; PAW_PBE W_sv 04Sep2015,9.527089622,9.529974443,6.358986992,3.177281829,0.047992537,11.247271,0.880285407,4.642098056,2.70334215,,-0.408661638,0.447814316,0.115446687,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.333333,41.666667,0,30.555556,0,11.111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.333333,0,0,0,0,0,0,0,0,0,0,4,0,1,1,1,1,1,Dharmendra,366.02764,140.64241,138.29436,141.92326,364.2316,360.64766,63.1437,62.54678,63.21001,82.44988933,76.26868073,79.35928503,214.7363289,285.4801783,191.049671,172.0766278,217.8486592,185.1131173,211.9660297,0.335483489,0.369566181,2.705875298
unique_308,dos,/project/daidhy/mcdc/dpant/Project_3_DOS_4_bonds_5_ML_6_LLD/quinary/30_10_40_10_10/NbHfZrCrMo/dos,Cr3Hf4Mo3Nb11Zr15,36,bcc,PAW_PBE Cr_pv 02Aug2007; PAW_PBE Hf_pv 06Sep2000; PAW_PBE Mo_sv 02Feb2006; PAW_PBE Nb_sv 25May2007; PAW_PBE Zr_sv 04Jan2005,10.17261678,10.13513401,6.900831995,3.405624842,0.199775275,9.32267,1.312363131,4.079428667,2.79519028,,-0.097077315,0.564284747,0.196244726,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,8.333333,0,30.555556,0,8.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.666667,11.111111,0,0,0,0,0,0,0,0,3,0,2,1,1,1,1,Dharmendra,,,,,,,,,,,,,,,,,,,,,,
unique_309,dos,/project/daidhy/mcdc/dpant/Project_3_DOS_4_bonds_5_ML_6_LLD/quinary/30_10_40_10_10/NbHfZrMoV/dos,Hf4Mo3Nb11V3Zr15,36,bcc,PAW_PBE Hf_pv 06Sep2000; PAW_PBE Mo_sv 02Feb2006; PAW_PBE Nb_sv 25May2007; PAW_PBE V_sv 02Aug2007; PAW_PBE Zr_sv 04Jan2005,10.27459457,10.17522636,6.863876772,3.416011286,0.174814806,9.268839,1.423149818,4.03003325,2.636539923,,-0.086988008,0.620656391,0.194489252,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,8.333333,0,30.555556,8.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.666667,11.111111,0,0,0,0,0,0,0,0,3,0,2,1,1,1,1,Dharmendra,,,,,,,,,,,,,,,,,,,,,,
unique_310,dos,/project/daidhy/mcdc/dpant/Project_3_DOS_4_bonds_5_ML_6_LLD/quinary/30_10_40_10_10/NbHfZrMoW/dos,Hf4Mo3Nb11W3Zr15,36,bcc,PAW_PBE Hf_pv 06Sep2000; PAW_PBE Mo_sv 02Feb2006; PAW_PBE Nb_sv 25May2007; PAW_PBE W_sv 04Sep2015; PAW_PBE Zr_sv 04Jan2005,10.30848454,10.2435195,6.822165631,3.420342636,0.165086329,9.397259,1.380976032,3.996673333,2.572022989,,-0.127366257,0.582538208,0.184864542,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,8.333333,8.333333,0,30.555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.666667,11.111111,0,0,0,0,0,0,0,0,3,0,2,1,1,1,1,Dharmendra,,,,,,,,,,,,,,,,,,,,,,
unique_311,dos,/project/daidhy/mcdc/dpant/Project_3_DOS_4_bonds_5_ML_6_LLD/quinary/30_10_40_10_10/NbTaMoTiHf/dos,Hf3Mo15Nb11Ta4Ti3,36,bcc,PAW_PBE Hf_pv 06Sep2000; PAW_PBE Mo_sv 02Feb2006; PAW_PBE Nb_sv 25May2007; PAW_PBE Ta_pv 07Sep2000; PAW_PBE Ti_sv 26Sep2005,9.777799651,9.764116235,6.483492715,3.251865324,0.068999768,9.962371,1.161457538,4.608928472,3.092871131,,-0.005739236,0.567650711,0.14687423,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,41.666667,11.111111,30.555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.333333,0,8.333333,0,0,0,0,0,0,0,0,3,0,2,1,1,1,1,Dharmendra,,,,,,,,,,,,,,,,,,,,,,
unique_312,dos,/project/daidhy/mcdc/dpant/Project_3_DOS_4_bonds_5_ML_6_LLD/quinary/30_10_40_10_10/NbTaTiHfZr/dos,Hf3Nb11Ta4Ti15Zr3,36,bcc,PAW_PBE Hf_pv 06Sep2000; PAW_PBE Nb_sv 25May2007; PAW_PBE Ta_pv 07Sep2000; PAW_PBE Ti_sv 26Sep2005; PAW_PBE Zr_sv 04Jan2005,10.0225877,9.924912487,6.700523996,3.333028151,0.158053389,8.482782,1.556796865,3.708083972,3.088316313,,0.153480989,0.693951816,0.219156078,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,11.111111,30.555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.666667,8.333333,8.333333,0,0,0,0,0,0,0,0,2,0,3,1,1,1,1,Dharmendra,,,,,,,,,,,,,,,,,,,,,,
unique_313,dos,/project/daidhy/mcdc/dpant/Project_3_DOS_4_bonds_5_ML_6_LLD/quinary/30_10_40_10_10/NbTaZrWV/dos,Nb11Ta4V3W3Zr15,36,bcc,PAW_PBE Nb_sv 25May2007; PAW_PBE Ta_pv 07Sep2000; PAW_PBE V_sv 02Aug2007; PAW_PBE W_sv 04Sep2015; PAW_PBE Zr_sv 04Jan2005,10.11874672,10.2129693,6.76935328,3.387237609,0.141035233,9.405071,1.485218041,3.9238575,2.614582319,,-0.095472999,0.658024234,0.193526035,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.333333,0,11.111111,30.555556,8.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.666667,0,0,0,0,0,0,0,0,0,4,0,1,1,1,1,1,Dharmendra,,,,,,,,,,,,,,,,,,,,,,
unique_314,dos,/project/daidhy/mcdc/dpant/Project_3_DOS_4_bonds_5_ML_6_LLD/quinary/30_10_40_10_10/NbTiMoHfZr/dos,Hf3Mo15Nb11Ti4Zr3,36,bcc,PAW_PBE Hf_pv 06Sep2000; PAW_PBE Mo_sv 02Feb2006; PAW_PBE Nb_sv 25May2007; PAW_PBE Ti_sv 26Sep2005; PAW_PBE Zr_sv 04Jan2005,9.807637427,9.832847238,6.521520157,3.269078006,0.084940606,10.357814,1.201256652,4.621071944,2.970310523,,-0.058782252,0.572210997,0.164902182,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,41.666667,0,30.555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.111111,8.333333,8.333333,0,0,0,0,0,0,0,0,2,0,3,1,1,1,1,Dharmendra,,,,,,,,,,,,,,,,,,,,,,
unique_315,dos,/project/daidhy/mcdc/dpant/Project_3_DOS_4_bonds_5_ML_6_LLD/quinary/30_10_40_10_10/NbTiZrMoW/dos,Mo3Nb11Ti4W3Zr15,36,bcc,PAW_PBE Mo_sv 02Feb2006; PAW_PBE Nb_sv 25May2007; PAW_PBE Ti_sv 26Sep2005; PAW_PBE W_sv 04Sep2015; PAW_PBE Zr_sv 04Jan2005,10.11717066,10.07581332,6.878566505,3.389818964,0.16273841,9.853351,1.436376928,3.8876635,3.506584746,,0.29871339,0.621799933,0.19613065,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,8.333333,8.333333,0,30.555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.111111,41.666667,0,0,0,0,0,0,0,0,0,3,0,2,1,1,1,1,Dharmendra,,,,,,,,,,,,,,,,,,,,,,
unique_316,dos,/project/daidhy/mcdc/dpant/Project_3_DOS_4_bonds_5_ML_6_LLD/quinary/30_10_40_10_10/TaHfMoVZr/dos,Hf4Mo15Ta11V3Zr3,36,bcc,PAW_PBE Hf_pv 06Sep2000; PAW_PBE Mo_sv 02Feb2006; PAW_PBE Ta_pv 07Sep2000; PAW_PBE V_sv 02Aug2007; PAW_PBE Zr_sv 04Jan2005,9.756350409,9.827682551,6.530624848,3.264415295,0.091150472,8.483287,1.173879546,4.36168625,2.65812081,,-0.268415424,0.570215467,0.162645135,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,41.666667,30.555556,0,8.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.333333,11.111111,0,0,0,0,0,0,0,0,3,0,2,1,1,1,1,Dharmendra,,,,,,,,,,,,,,,,,,,,,,
unique_317,dos,/project/daidhy/mcdc/dpant/Project_3_DOS_4_bonds_5_ML_6_LLD/quinary/30_10_40_10_10/TaTiHfZrMo/dos,Hf15Mo3Ta11Ti4Zr3,36,bcc,PAW_PBE Hf_pv 06Sep2000; PAW_PBE Mo_sv 02Feb2006; PAW_PBE Ta_pv 07Sep2000; PAW_PBE Ti_sv 26Sep2005; PAW_PBE Zr_sv 04Jan2005,10.06727645,10.16047481,7.012555344,3.415454103,0.199516897,6.117425,1.344820761,3.909006667,2.846057164,,0.134275009,0.572034066,0.182365947,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,8.333333,30.555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.111111,8.333333,41.666667,0,0,0,0,0,0,0,0,2,0,3,1,1,1,1,Dharmendra,,,,,,,,,,,,,,,,,,,,,,
unique_318,dos,/project/daidhy/mcdc/dpant/Project_3_DOS_4_bonds_5_ML_6_LLD/quinary/30_10_40_10_10/TaTiMoNbZr/dos,Mo15Nb3Ta11Ti4Zr3,36,bcc,PAW_PBE Mo_sv 02Feb2006; PAW_PBE Nb_sv 25May2007; PAW_PBE Ta_pv 07Sep2000; PAW_PBE Ti_sv 26Sep2005; PAW_PBE Zr_sv 04Jan2005,9.807123613,9.738522051,6.493131826,3.253901639,0.067961261,9.173563,1.20834208,4.451683333,3.43433427,,0.152278461,0.588305904,0.15543431,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,41.666667,30.555556,8.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.111111,8.333333,0,0,0,0,0,0,0,0,0,3,0,2,1,1,1,1,Dharmendra,,,,,,,,,,,,,,,,,,,,,,
unique_319,dos,/project/daidhy/mcdc/dpant/Project_3_DOS_4_bonds_5_ML_6_LLD/quinary/30_10_40_10_10/TaTiMoVNb/dos,Mo15Nb3Ta11Ti4V3,36,bcc,PAW_PBE Mo_sv 02Feb2006; PAW_PBE Nb_sv 25May2007; PAW_PBE Ta_pv 07Sep2000; PAW_PBE Ti_sv 26Sep2005; PAW_PBE V_sv 02Aug2007,9.667872948,9.627103153,6.408854588,3.212013616,0.047685336,9.17426,1.206225731,4.397630833,3.380974191,,0.062988787,0.617096803,0.151073855,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,41.666667,30.555556,8.333333,8.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.111111,0,0,0,0,0,0,0,0,0,0,4,0,1,1,1,1,1,Dharmendra,,,,,,,,,,,,,,,,,,,,,,
unique_320,dos,/project/daidhy/mcdc/dpant/Project_3_DOS_4_bonds_5_ML_6_LLD/quinary/30_10_40_10_10/TiZrMoVTa/dos,Mo15Ta3Ti11V3Zr4,36,bcc,PAW_PBE Mo_sv 02Feb2006; PAW_PBE Ta_pv 07Sep2000; PAW_PBE Ti_sv 26Sep2005; PAW_PBE V_sv 02Aug2007; PAW_PBE Zr_sv 04Jan2005,9.635516467,9.686039855,6.44505781,3.220851644,0.096623732,9.765515,1.309560476,4.270550556,3.297281666,,-0.006303636,0.64345698,0.198369034,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,41.666667,8.333333,0,8.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.555556,11.111111,0,0,0,0,0,0,0,0,0,3,0,2,1,1,1,1,Dharmendra,,,,,,,,,,,,,,,,,,,,,,
